User 138,0.51,1.16,1.66,0.53,1.58,1.9,3.18,2.85,1.28,2.88
User 767,0.7,1.68,0.37,0.61,0.72,1.52,3.18,2.66,1.38,2.66
User 656,0.74,1.56,2.27,0.66,1.3,2.56,3.19,2.65,1.54,2.4
User 46,1.7,1.4,0.61,0.39,0.7,1.46,3.17,2.9,1.82,3.38
User 471,0.74,1.08,2.26,0.38,1.2,2.22,3.2,2.42,1.38,2.58
User 441,0.93,1.28,0.93,0.46,0.42,1.5,3.18,2.7,1.86,2.98
User 807,0.67,1.12,0.24,0.58,1.22,1.9,3.18,2.87,1.34,2.7
User 856,1.54,1.44,0.56,0.34,0.82,1.8,3.17,2.79,1.22,3.26
User 592,0.83,1.32,0.18,0.31,1.22,1.5,3.17,2.98,1.38,3.04
User 604,0.77,1.48,0.29,0.35,0.16,0.82,3.17,2.94,1.09,3.26
User 57,0.8,1.16,2.43,0.54,1.06,2.28,3.19,2.86,1.44,2.48
User 436,1.12,1.44,0.26,0.43,0.3,1.66,3.18,2.89,1.54,2.94
User 875,0.8,1.28,0.14,0.39,1.06,1.52,3.17,2.94,1.86,2.88
User 641,1.73,0.84,2.61,0.63,1.1,2.42,3.19,2.98,1.73,2.78
User 81,2.08,0.92,0.8,0.4,0.54,1.7,3.17,3.07,1.54,3.42
User 909,0.51,1.2,1.07,0.49,1.14,2.04,3.18,3.22,1.47,2.82
User 174,1.06,1.28,0.22,0.49,0.74,1.24,3.17,2.94,1.6,3.28
User 941,1.22,1,1.57,0.46,0.74,2.54,3.19,2.91,1.95,2.46
User 318,0.67,1.28,0.14,0.43,1.02,1.62,3.17,2.88,1.47,2.82
User 500,0.9,1.12,0.67,0.5,1.38,2.1,3.18,2.98,1.41,2.86
User 814,1.25,0.96,0.77,0.42,1.2,1.84,3.18,2.87,1.38,2.98
User 898,1.02,1.04,0.74,0.35,0.7,1.6,3.18,3.02,2.34,3.34
User 91,1.38,1.12,0.72,0.53,0.88,1.36,3.18,2.81,1.79,3.26
User 901,1.12,1.28,1.44,0.37,0.78,1.5,3.18,2.78,2.08,3.44
User 275,1.15,1.76,1.33,2.91,0.74,1.9,3.18,2.78,1.38,2.72
User 460,0.7,1.96,0.61,0.48,0.7,1.4,3.18,2.75,1.25,2.8
User 632,2.05,1.2,0.19,0.34,0.48,1.02,3.17,2.81,1.92,3.44
User 649,0.38,1.44,0.34,0.5,1.26,1.94,3.18,2.9,2.37,3.04
User 19,0.67,1.36,1.36,0.38,0.82,3.38,3.18,2.86,1.79,2.8
User 287,0.93,1.76,0.58,2.25,2,2.44,3.18,2.67,1.22,2.42
User 9,1.12,1.76,1.04,0.64,0.82,2.14,3.18,2.79,1.41,2.54
User 952,1.06,0.96,2.57,0.51,0.82,1.96,3.19,2.74,1.66,2.46
User 701,0.45,1.96,0.94,0.61,0.58,1.58,3.18,2.98,1.15,2.5
User 770,1.34,0.56,1.71,0.53,0.48,1.26,3.18,2.86,1.06,2.86
User 29,0.58,1.2,0.18,0.38,0.54,0.76,3.17,2.69,1.63,2.94
User 880,0.86,1.28,1.09,0.54,1.26,2.58,3.18,2.87,1.25,3.04
User 662,1.09,0.64,1.12,0.42,0.7,1.54,3.18,3.07,1.44,2.66
User 658,1.34,0.76,1.1,0.47,1.66,2,3.18,2.87,1.18,2.66
User 645,0.93,2.24,1.9,0.49,1.76,3.06,3.19,2.69,2.02,2.48
User 77,1.28,1.12,1.04,0.42,0.7,1.3,3.18,2.81,1.86,3.36
User 405,0.96,1.96,1.97,0.56,1.34,1.92,3.19,2.74,1.82,2.72
User 27,0.77,1.68,2.24,0.75,1.28,2.64,3.19,2.57,1.34,2.38
User 648,0.64,1.52,0.21,0.39,0.98,1.38,3.16,2.77,1.66,3.38
User 393,0.96,1.96,1.31,0.63,1.3,2.5,3.19,3.13,1.86,2.58
User 38,1.02,1.36,0.91,0.5,0.72,1.22,3.18,2.91,1.92,3.2
User 143,0.86,1.96,0.61,0.42,1.22,1.86,3.17,2.7,1.22,3.1
User 490,0.99,0.92,0.32,0.79,0.78,1.78,3.18,2.77,1.98,2.62
User 543,0.83,1.08,0.24,0.46,0.5,1.52,3.18,2.98,1.98,2.8
User 55,1.02,1.2,0.37,0.58,0.54,1.7,3.17,2.78,1.66,3.42
User 63,0.9,1.12,0.22,0.45,0.32,1.1,3.18,2.82,2.08,2.96
User 24,0.54,1.44,0.3,0.41,1.02,1.46,3.17,2.71,1.73,3.04
User 5,0.51,1.2,1.18,0.57,1.54,2.02,3.18,2.78,1.18,2.54
User 493,0.7,1.16,0.14,0.39,0.9,1.18,3.17,2.79,1.15,2.96
User 966,0.64,0.96,0.22,0.38,1.74,2.26,3.17,3.19,1.79,3.28
User 811,0.83,0.96,0.21,0.61,1.76,2,3.18,2.86,1.98,2.78
User 743,0.74,1,0.26,0.41,0.74,1.9,3.18,2.94,1.73,2.74
User 550,0.96,1.32,0.34,0.48,0.82,1.7,3.17,2.95,1.34,3.34
User 321,1.02,1,0.27,0.39,0.98,1.82,3.18,3.09,1.6,2.88
User 643,1.09,2.76,0.21,0.66,0.32,2.28,3.18,2.72,1.5,2.58
User 928,0.99,1.2,0.14,0.51,0.42,1.46,3.18,2.62,1.25,2.7
User 511,1.22,1.16,2.18,0.55,1.38,2.52,3.19,2.66,1.92,2.54
User 424,0.64,1.6,0.24,0.42,0.94,1.42,3.18,3.07,1.6,3.04
User 509,0.86,0.76,1.06,0.51,2.62,2.34,3.18,2.81,1.09,2.7
User 512,0.96,1.2,0.19,0.33,0.66,1.24,3.16,2.94,1.28,3.62
User 191,0.51,1.08,2.48,0.57,0.66,1.8,3.19,2.58,1.38,2.32
User 256,1.09,1.76,0.67,0.54,1.36,1.92,3.17,2.67,2.43,3.28
User 762,0.99,1.48,0.99,0.59,0.34,2.18,3.18,2.88,1.25,2.34
User 855,1.09,1.96,1.28,0.53,1.46,2.98,3.18,2.74,1.66,2.86
User 122,0.77,1.04,0.26,0.66,1.42,2,3.18,2.82,1.6,2.64
User 938,0.9,1.64,1.12,0.53,1.58,2.58,3.18,2.79,1.54,2.5
User 581,0.83,1.36,1.07,0.33,0.56,2.16,3.18,2.74,1.6,2.82
User 220,0.9,0.88,2.05,0.45,1.36,2,3.18,2.87,1.38,2.86
User 28,0.99,1.28,1.22,0.59,0.94,1.9,3.18,2.79,1.22,2.4
User 297,0.7,1.28,0.26,0.51,1.06,1.6,3.18,2.65,1.41,2.8
User 588,0.96,1.6,0.29,0.32,0.62,1.62,3.18,2.79,1.25,2.9
User 188,1.41,1.32,0.19,0.56,0.32,1.56,3.18,3.07,1.41,3.06
User 473,0.58,1.48,0.21,0.46,0.4,1.28,3.17,2.72,1.95,3.22
User 965,1.25,1.24,0.43,0.62,0.72,2.7,3.18,3.07,1.82,2.8
User 582,0.64,1.36,1.52,0.47,1.02,2.68,3.18,2.79,1.41,2.7
User 513,0.67,1.24,0.96,0.53,0.78,1.44,3.18,2.9,1.6,2.88
User 52,0.42,1.48,2.06,0.48,0.96,1.4,3.18,2.71,1.76,2.86
User 681,1.02,1.04,0.24,0.65,0.46,1.88,3.18,2.88,1.15,2.86
User 873,1.41,0.96,1.79,0.35,1.1,2.22,3.18,2.78,1.38,3.02
User 885,1.18,1.48,0.78,0.47,1.06,2.89,3.18,2.75,1.6,2.62
User 897,1.09,0.72,1.02,0.94,1.26,3.2,3.19,3.04,1.54,2.46
User 224,0.93,1.32,0.14,0.47,0.54,1.56,3.17,2.86,1.6,3.04
User 691,0.83,0.72,0.22,0.39,0.48,1.8,3.18,2.95,1.12,2.72
User 209,0.77,0.88,1.71,0.48,0.7,1.08,3.18,2.54,1.15,2.58
User 715,0.96,1.96,0.75,0.41,0.46,1.4,3.18,2.9,2.18,3.3
User 529,1.34,1.64,0.37,0.39,0.58,1.94,3.18,2.72,1.66,2.94
User 627,0.8,1.92,1.6,0.5,2.08,3.2,3.19,2.89,1.5,2.54
User 49,0.45,2.96,0.26,0.4,0.56,1.68,3.18,2.9,1.44,2.72
User 646,0.61,1.56,0.19,0.41,0.86,1.14,3.18,2.81,1.6,2.8
User 61,1.06,1.92,3.11,0.55,1.46,3.24,3.2,2.62,1.28,2.34
User 487,0.96,1.28,0.21,0.62,0.72,2.44,3.18,2.94,1.38,2.7
User 679,1.66,1.04,0.91,0.43,0.72,1.74,3.17,2.77,0.86,3.46
User 630,0.58,1.44,0.21,0.41,1.06,1.56,3.18,2.9,3.04,2.54
User 945,0.67,1.48,0.4,0.55,1.86,1.84,3.18,2.96,2.4,3.04
User 618,1.82,1.56,0.62,0.39,0.58,1.62,3.18,2.93,2.14,3.42
User 305,1.02,1.04,1.97,0.5,0.64,2.74,3.18,2.77,1.86,2.64
User 421,0.8,1.56,3.03,0.43,1.12,2.06,3.2,2.64,1.5,2.4
User 265,1.06,1.2,0.48,0.41,0.8,1.66,3.17,2.94,1.28,3.5
User 284,0.74,1.28,1.36,0.66,1.26,2.48,3.18,2.83,1.28,2.64
User 844,0.64,1.24,0.16,0.35,0.58,0.98,3.17,2.88,1.66,3.02
User 288,0.77,1.96,0.93,0.61,0.66,1.6,3.18,2.67,3.14,2.8
User 893,0.77,1.64,2.85,0.53,1.04,1.94,3.2,2.95,1.25,2.32
User 467,1.55,1.16,0.66,0.3,0.5,1.34,3.18,2.67,1.22,3.3
User 573,0.77,1.08,1.82,0.39,1.06,2.32,3.19,2.85,1.41,2.4
User 962,0.85,1.12,1.1,0.41,1.22,2,3.18,2.98,1.41,2.88
User 735,0.61,1.32,0.21,0.35,0.58,1.16,3.17,2.74,1.98,3.28
User 124,1.98,0.48,0.75,0.69,0.88,2.62,3.18,2.86,1.54,2.38
User 852,0.96,1.96,1.5,0.53,1.26,2.5,3.19,2.79,1.54,2.66
User 671,1.63,0.96,0.34,0.49,0.38,2.06,3.17,2.86,1.92,3.46
User 802,1.09,1.04,1.65,0.47,1.36,2.22,3.18,2.74,1.12,3.1
User 272,0.58,1.28,1.15,0.54,0.46,1.46,3.18,3.04,1.41,2.78
User 877,0.9,1.96,1.23,0.51,1.28,2.6,3.18,2.7,1.76,2.94
User 854,1.18,0.92,1.52,0.65,1.44,2.22,3.18,2.87,1.34,2.66
User 342,0.64,1.52,1.89,0.63,1.36,2.26,3.2,2.97,2.62,2.38
User 757,1.33,0.76,0.26,0.45,0.72,1.18,3.18,3.14,1.31,2.66
User ID,Category 1,Category 2,Category 3,Category 4,Category 5,Category 6,Category 7,Category 8,Category 9,Category 10
User 684,0.96,1.96,0.26,0.51,0.82,1.34,3.18,3.02,1.89,2.72
User 73,0.74,2.24,0.14,0.47,1.22,1.88,3.17,2.81,1.98,2.58
User 596,1.76,0.6,1.57,0.35,0.5,1.66,3.18,2.98,1.5,2.72
User 323,3.22,1.84,0.22,0.53,0.9,2.46,3.19,2.69,1.57,2.72
User 129,1.09,1.48,0.99,0.35,1.12,1.78,3.17,2.89,1.31,3.34
User 345,0.7,0.96,0.74,0.5,1.04,2.12,3.18,2.66,0.9,3.06
User 434,1.31,2.64,1.73,0.58,2.06,2.58,3.19,2.71,1.47,2.32
User 151,1.18,1.12,1.01,0.39,1.2,2.02,3.18,2.93,1.47,3.1
User 869,0.45,1.64,0.14,0.42,0.58,1.26,3.18,2.89,1.38,2.9
User 456,0.96,1.68,1.18,0.29,1.36,2.34,3.18,2.7,1.02,3.04
User 789,0.9,1.08,0.75,0.34,1.5,1.86,3.17,2.81,1.34,3.34
User 594,0.83,1.96,1.33,0.54,1.44,2.54,3.18,2.87,1.28,2.74
User 140,1.09,1.32,0.74,0.39,0.5,1.06,3.18,3.01,1.86,3.2
User 739,0.64,1.24,1.18,0.61,0.86,2.82,3.18,2.94,1.89,2.78
User 922,1.18,1.32,0.19,0.32,0.34,1.08,3.17,2.99,1.22,3.12
User 972,1.28,1.24,0.14,0.55,0.62,2.26,3.18,2.86,2.46,2.54
User 533,0.83,1.2,1.25,0.56,1.04,2.02,3.18,2.66,1.86,2.66
User 853,0.99,1.88,0.48,0.61,1.22,1.92,3.18,2.93,2.43,2.66
User 53,0.8,1.88,0.66,0.47,2.54,2.18,3.18,2.59,1.89,3.02
User 970,0.8,1.32,0.4,0.61,0.32,0.96,3.18,2.57,1.54,2.54
User 118,0.61,1.32,0.78,0.54,1.12,1.74,3.18,2.78,1.79,2.94
User 235,0.61,0.84,0.15,0.38,2.38,2.12,3.18,2.97,1.34,2.14
User 892,1.02,1.68,0.21,0.53,0.38,2.48,3.18,2.74,1.54,2.56
User 920,0.61,1.28,0.59,0.47,0.7,1.02,3.18,2.58,1.82,2.8
User 160,1.06,1.76,1.02,0.27,0.24,1.16,3.18,2.63,1.28,3.36
User 156,1.02,1.16,1.22,0.29,0.94,1.66,3.18,2.8,2.08,3.42
User 356,0.86,1.04,0.56,0.81,0.7,0.92,3.17,2.75,1.22,3.06
User 371,1.02,0.92,1.54,0.3,0.7,1.58,3.18,2.82,1.7,3.26
User 566,0.99,1.08,1.41,0.24,1.52,2.08,3.18,2.74,1.22,2.94
User 527,0.7,1.12,1.23,0.49,1.52,2.34,3.18,2.78,1.76,2.66
User 850,0.61,1.52,0.82,0.22,0.58,1.1,3.17,2.71,1.15,3.34
User 826,0.67,1.36,1.28,0.65,0.5,1.34,3.18,2.66,1.89,2.5
User 734,0.61,1.4,2.16,0.43,1.3,1.58,3.18,2.66,2.02,2.86
User 606,0.64,1.2,0.94,0.39,0.94,2.02,3.19,3.09,1.28,2.26
User 22,0.96,1.44,0.14,0.42,1.06,2.08,3.17,2.74,1.15,3.22
User 967,0.91,1.96,1.82,0.4,1.52,1.82,3.19,2.74,1.73,2.38
User 109,1.76,0.04,0.43,0.39,1.5,1.62,3.17,2.8,0.96,3.18
User 598,0.77,1.08,0.22,0.65,0.88,2.02,3.18,2.86,1.79,2.54
User 858,0.58,1.64,2.27,0.45,1.26,1.72,3.19,2.91,2.3,2.74
User 801,1.22,1.12,0.45,0.49,0.46,0.9,3.17,2.86,1.5,3.52
User 840,0.64,1.2,0.75,0.47,1.06,1.98,3.18,2.81,1.12,2.72
User 177,1.02,1.16,0.78,0.41,1.1,2,3.18,3.01,1.38,3.26
User 296,0.67,0.84,0.82,1.11,0.56,1.4,3.18,2.73,1.47,2.56
User 690,0.7,1.28,0.94,0.62,1.06,2.02,3.18,2.85,1.82,2.88
User 763,1.09,1.56,0.83,0.46,1.2,2.18,3.18,2.94,1.5,3.3
User 390,0.64,1.76,0.16,0.65,0.64,1.48,3.18,2.74,1.02,2.98
User 391,0.8,1.96,1.44,0.5,0.82,2.46,3.19,2.97,1.57,2.66
User 89,0.64,2.36,0.14,1.68,1.02,1.76,3.18,2.71,1.22,2.42
User 17,0.86,1.04,1.76,0.34,0.06,1.1,3.18,2.73,1.15,2.98
User 314,0.77,1.48,1.19,0.49,1.58,2.5,3.18,2.85,1.6,2.5
User 115,0.83,1.04,2.94,0.96,0.88,1.86,3.2,2.82,1.25,2.34
User 756,1.28,1.28,0.96,0.39,1.34,1.7,3.18,3.12,1.86,3.34
User 642,0.54,2.96,0.38,0.61,1.62,2.42,3.18,3.22,2.43,2.8
User 979,0.93,0.2,0.13,0.43,0.3,0.4,3.18,2.98,1.12,2.46
User 384,0.83,2,1.82,0.33,0.66,1.24,3.18,2.87,1.57,2.8
User 388,1.06,0.84,0.16,0.61,1.04,1.98,3.18,2.78,1.44,2.5
User 448,0.74,1.12,1.54,0.29,0.7,1.62,3.18,2.91,1.22,3.02
User 125,0.74,1.52,1.38,0.59,1.1,2,3.18,2.72,1.47,2.74
User 842,0.83,1.12,1.5,0.32,0.34,1.62,3.18,2.82,1.09,3.22
User 394,0.86,0.96,0.19,0.5,0.54,1.36,3.18,2.91,1.34,2.9
User 910,0.74,1.4,1.1,0.34,1.2,1.54,3.18,2.49,1.73,2.94
User 889,1.5,2.6,1.33,0.95,0.72,2.42,3.19,2.66,1.12,2.46
User 531,0.86,0.6,0.24,0.64,0.94,1.7,3.18,2.78,1.44,2.34
User 772,0.64,1.4,0.98,0.29,0.26,0.54,3.18,2.48,1.66,2.9
User 710,0.7,1.44,0.88,0.33,0.8,1.4,3.18,2.85,1.5,3.14
User 197,0.7,1.04,1.41,0.31,0.62,1.5,3.18,2.65,1.31,3.04
User 198,1.28,0.68,2.06,0.38,1.58,2.48,3.19,2.74,1.57,2.5
User 94,0.64,1.2,2.27,0.64,1.42,2.83,3.2,2.79,1.47,2.38
User 410,0.64,1.72,2.4,0.61,1.6,2.46,3.2,2.91,2.53,2.34
User 616,0.54,1.16,0.38,0.33,1.38,1.58,3.17,2.7,1.06,3.44
User 308,0.7,1.48,2.43,0.58,1.82,2.38,3.2,3.02,2.72,2.48
User 917,0.77,1.2,1.63,0.8,1.18,2.38,3.19,2.54,1.47,2.38
User 519,0.96,1.28,0.22,0.37,0.82,2.14,3.18,2.62,1.34,2.8
User 376,0.9,1.84,2.46,0.67,0.86,2.36,3.2,2.9,1.86,2.4
User 950,0.83,1.72,1.42,0.95,1.34,2.28,3.19,2.54,1.6,2.4
User 557,0.58,1.48,0.24,0.49,0.42,1.38,3.18,2.82,1.6,2.88
User 196,0.8,1,0.22,0.34,0.94,1.4,3.17,2.94,1.41,2.96
User 619,1.25,1.04,0.43,0.43,1.04,2.5,3.18,3.03,1.6,2.88
User 825,0.7,0.96,0.78,1.05,0.8,1.64,3.18,2.7,1.47,2.3
User 472,0.74,1.28,0.3,0.43,1.06,1.58,3.17,2.95,1.7,3.14
User 32,0.7,2.24,2.32,0.63,0.72,2.12,3.19,2.65,1.28,2.42
User 240,2.08,0.48,0.18,0.15,0.1,0.14,3.18,2.95,1.15,3.6
User 382,0.64,1.6,0.3,0.17,0.54,1.3,3.17,2.99,1.76,3.22
User 719,1.31,0.92,2.37,0.62,0.74,2.32,3.2,2.82,1.57,2.58
User 626,1.66,0.24,0.43,0.59,0.8,1.06,3.18,2.95,1.38,2.48
User 747,0.9,1.44,0.29,0.47,1.02,1.2,3.17,2.9,3.14,3.18
User 620,0.96,1.32,0.56,0.38,0.66,1.54,3.17,2.85,1.41,3.12
User 974,0.38,1.96,0.19,0.48,1.14,2.14,3.18,2.78,1.54,2.58
User 232,0.58,1.44,2.1,0.64,1.92,2.18,3.2,3.04,1.12,2.42
User 506,2.5,2,0.24,0.51,0.8,1.78,3.17,2.89,1.54,3.12
User 169,0.67,2.04,2.82,0.51,0.9,1.66,3.2,2.85,1.5,2.34
User 428,0.7,1.28,0.35,0.32,0.96,1.22,3.17,2.9,1.89,3.18
User 655,0.48,1.12,2.35,0.58,0.78,1.98,3.19,2.63,1.25,2.4
User 667,1.95,1.52,1.94,3.44,0.64,2.94,3.2,2.62,1.54,2.46
User 423,0.51,2.92,0.16,1.58,1.54,2,3.18,2.74,0.96,2.46
User 700,0.74,1.96,1.25,0.4,0.58,1.26,3.18,2.7,1.09,3.2
User 638,1.38,0.96,1.07,0.66,1.06,2.18,3.18,2.85,1.31,2.64
User 246,0.64,1.2,0.98,0.42,0.82,1.6,3.18,2.88,1.63,2.88
User 622,0.8,1.8,1.25,0.55,1.38,2.5,3.18,2.85,1.7,2.42
User 571,0.9,2.16,2.06,0.56,1.66,2.17,3.19,2.72,1.44,2.42
User 418,0.86,1.48,0.14,0.29,0.3,0.66,3.16,2.93,1.06,3.5
User 302,0.42,1.16,2.22,0.64,0.88,1.26,3.19,2.82,1.25,2.5
User 944,0.64,1.68,0.24,0.47,0.94,1.66,3.18,2.77,1.57,3.04
User 242,1.25,2.48,1.76,0.54,1.76,2.38,3.19,2.81,1.6,2.32
User 721,0.45,1.36,0.21,0.63,1.34,2.04,3.18,2.93,2.56,2.56
User 766,1.02,1.32,1.58,0.37,0.58,1.2,3.18,2.75,1.38,3.22
User 590,0.93,2.08,0.27,0.39,1.1,2.58,3.18,2.89,1.89,2.78
User 597,0.96,1.32,0.37,0.49,0.74,1.66,3.17,2.97,1.41,3.36
